Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
challengeBuilderCraftCobblestonesDesc,Challenges,Challenge,,,Craft 500 cobblestones.,
challengeBuilderCraftCobblestonesHint1,Challenges,Challenge,,,[FFB400]Craft 500 [-][00FF00]Cobblestones[-][FFB400].[-],
challengeBuilderUpgradeCobblestones,Challenges,Challenge,,,Upgrade to Cobblestone,
challengeBuilderUpgradeCobblestonesShort,Challenges,Challenge,,,Upgrade 100 wood blocks to cobblestone.,
challengeBuilderUpgradeCobblestonesDesc,Challenges,Challenge,,,Upgrade 100 wood blocks to cobblestone.,
challengeBuilderUpgradeCobblestonesHint1,Challenges,Challenge,,,[FFB400]Upgrade 100 [-][00FF00]Wood Blocks[-][FFB400].[-],
challengeBuilderCraftCementMix,Challenges,Challenge,,,Craft Concrete Mix,
challengeBuilderCraftCementMixShort,Challenges,Challenge,,,Craft 500 cement and concrete mix.,
challengeBuilderCraftCementMixDesc,Challenges,Challenge,,,Craft 500 cement and concrete mix.,
challengeBuilderCraftCementMixHint1,Challenges,Challenge,,,[FFB400]Craft 500 [-][00FF00]Cement and Concrete Mix[-][FFB400].[-],
challengeBuilderUpgradeCementMix,Challenges,Challenge,,,Upgrade to Concrete,
challengeBuilderUpgradeCementMixShort,Challenges,Challenge,,,Upgrade 100 cobblestone blocks to concrete.,
challengeBuilderUpgradeCementMixDesc,Challenges,Challenge,,,Upgrade 100 cobblestone blocks to concrete.,
challengeBuilderUpgradeCementMixHint1,Challenges,Challenge,,,[FFB400]Upgrade 100 [-][00FF00]Cobblestone Blocks[-][FFB400].[-],
challengeBuilderCraftConstOutfit,Challenges,Challenge,,,Craft Construction Armour,
challengeBuilderCraftConstOutfitShort,Challenges,Challenge,,,Craft a set of construction armour.,
challengeBuilderCraftConstOutfitDesc,Challenges,Challenge,,,Craft a set of construction armour.,
challengeBuilderCraftConstOutfitHint1,Challenges,Challenge,,,[FFB400]Craft a set of [-][00FF00]Construction Armour[-][FFB400].[-],
challengeBuilderWearConstOutfit,Challenges,Challenge,,,Wear Construction Armour,
challengeBuilderWearConstOutfitShort,Challenges,Challenge,,,Wear a set of construction armour,
challengeBuilderWearConstOutfitDesc,Challenges,Challenge,,,Wear a set of construction armour,
challengeBuilderWearConstOutfitHint1,Challenges,Challenge,,,[FFB400]Wear a set of [-][00FF00]Construction Armour[-][FFB400].[-],
challengeBuilderGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeBuilderGather5FragmentsShort,Challenges,Challenge,,,Find 10 Builder Class Fragments for Crafting a Class Paper later on.,
challengeBuilderGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Builder Class Fragments for Crafting a Class Paper later on.,
challengeCovertKillZombiesUsingBow,Challenges,Challenge,,,Kill Zombies with Bow,
challengeCovertKillZombiesUsingBowShort,Challenges,Challenge,,,Go and Kill Zombies using a Primitive Bow.,
challengeCovertKillZombiesUsingBowDesc,Challenges,Challenge,,,Go and Kill Zombies using a Primitive Bow.,
challengeCovertKillZombiesStealth,Challenges,Challenge,,,Kill Zombies in Stealth,
challengeCovertKillZombiesStealthShort,Challenges,Challenge,,,Go and Kill Zombies while in Stealth using any Weapon.,
challengeCovertKillZombiesStealthDesc,Challenges,Challenge,,,Go and Kill Zombies while in Stealth using any Weapon.,
challengeCovertKillStreak,Challenges,Challenge,,,Kill Streak,
challengeCovertKillStreakShort,Challenges,Challenge,,,Get a 5 stealth kill spree,
challengeCovertKillStreakDesc,Challenges,Challenge,,,Get a 5 stealth kill spree,
challengeCovertCraftBow,Challenges,Challenge,,,Craft Wooden Bow,
challengeCovertCraftBowShort,Challenges,Challenge,,,[FFB400]Craft [-][00FF00]Wooden Bow[-][FFB400].[-],
challengeCovertCraftBowDesc,Challenges,Challenge,,,[FFB400]Craft [-][00FF00]Wooden Bow[-][FFB400].[-],
challengeCovertKillStandardZombies,Challenges,Challenge,,,Kill Regular Zombies,
challengeCovertKillStandardZombiesShort,Challenges,Challenge,,,Go and Kill 100 Regular Zombies.,
challengeCovertKillStandardZombiesDesc,Challenges,Challenge,,,Go and Kill 100 Regular Zombies.,
challengeCovertKillFeralZombies,Challenges,Challenge,,,Kill Feral Zombies,
challengeCovertKillFeralZombiesShort,Challenges,Challenge,,,Go and Kill 100 Feral Zombies.,
challengeCovertKillFeralZombiesDesc,Challenges,Challenge,,,Go and Kill 100 Feral Zombies.,
xuiRegularZombies,UI,XUI,,,Regular Zombies,
xuiFeralZombies,UI,XUI,,,Feral Zombies,
challengeCovertKillRadiatedZombies,Challenges,Challenge,,,Kill Radiated Zombies,
challengeCovertKillRadiatedZombiesShort,Challenges,Challenge,,,Go and Kill 100 Radiated Zombies.,
challengeCovertKillRadiatedZombiesDesc,Challenges,Challenge,,,Go and Kill 100 Radiated Zombies.,
xuiRadiatedZombies,UI,XUI,,,Radiated Zombies,
challengeCovertCraftRogueOutfit,Challenges,Challenge,,,Craft Rogue Set,
challengeCovertCraftRogueOutfitHint1,Challenges,Challenge,,,[FFB400]Craft a [-][00FF00]Rogue Set[-][FFB400].[-],
challengeCovertCraftRogueOutfitShort,Challenges,Challenge,,,Craft a Rogue Set.,
challengeCovertCraftRogueOutfitDesc,Challenges,Challenge,,,Craft a Rogue Set.,
challengeCovertWearRogueOutfit,Challenges,Challenge,,,Wear Rogue Set,
challengeCovertWearRogueOutfitHint,Challenges,Challenge,,,[FFB400]Wear a [-][00FF00]Rogue Set[-][FFB400].[-],
challengeCovertWearRogueOutfitShort,Challenges,Challenge,,,Wear a Rogue Set.,
challengeCovertWearRogueOutfitDesc,Challenges,Challenge,,,Wear a Rogue Set.,
challengeCovertGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeCovertGather5FragmentsShort,Challenges,Challenge,,,Find 10 Covert Class Fragments for Crafting a Class Paper later on.,
challengeCovertGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Covert Class Fragments for Crafting a Class Paper later on.,
challengeFighterCraftKnuckles,Challenges,Challenge,,,Craft Knuckle Wraps,
challengeFighterCraftKnucklesShort,Challenges,Challenge,,,Craft a leather knuckle wraps and a iron knuckles.,
challengeFighterCraftKnucklesDesc,Challenges,Challenge,,,Craft a leather knuckle wraps and a iron knuckles.,
challengeFighterCraftSpear,Challenges,Challenge,,,Craft Spears,
challengeFighterCraftSpearShort,Challenges,Challenge,,,Craft a Stone Spear and a Iron Spear.,
challengeFighterCraftSpearDesc,Challenges,Challenge,,,Craft a Stone Spear and a Iron Spear.,
challengeFighterKillZombiesWFist,Challenges,Challenge,,,Kill With Fist Weapons,
challengeFighterKillZombiesWFistShort,Challenges,Challenge,,,Kill 50 zombies using fist type weapons.,
challengeFighterKillZombiesWFistDesc,Challenges,Challenge,,,Go and Kill 50 zombies using fist type weapons.,
challengeFighterKillZombiesWSpears,Challenges,Challenge,,,Go and Kill With Spear Weapons,
challengeFighterKillZombiesWSpearsShort,Challenges,Challenge,,,Go and Kill 50 zombies using spear type weapons.,
challengeFighterKillZombiesWSpearsDesc,Challenges,Challenge,,,Go and Kill 50 zombies using spear type weapons.,
challengeFighterCraftGrenades,Challenges,Challenge,,,Craft Grenades,
challengeFighterCraftGrenadesShort,Challenges,Challenge,,,Craft 25 grenades and contact grenades.,
challengeFighterCraftGrenadesDesc,Challenges,Challenge,,,Craft 25 grenades and contact grenades.,
challengeFighterCraftDynamiteCocktails,Challenges,Challenge,,,Craft Dyanamite & Molotov Cocktails,
challengeFighterCraftDynamiteCocktailsShort,Challenges,Challenge,,,Craft 25 sticks of dynamite and molotov cocktails,
challengeFighterCraftDynamiteCocktailsDesc,Challenges,Challenge,,,Craft 25 sticks of dynamite and molotov cocktails,
challengeFighterDecapitateZombies,Challenges,Challenge,,,Decapitate Zombies,
challengeFighterDecapitateZombiesShort,Challenges,Challenge,,,Go and decapitate 10 zombies,
challengeFighterDecapitateZombiesDesc,Challenges,Challenge,,,Go and decapitate 10 zombies,
challengeFighterCraftBikerArmour,Challenges,Challenge,,,Craft Biker Armour,
challengeFighterCraftBikerArmourShort,Challenges,Challenge,,,Craft a set of Biker Armour,
challengeFighterCraftBikerArmourDesc,Challenges,Challenge,,,Craft a set of Biker Armour,
challengeFighterWearBikerArmour,Challenges,Challenge,,,Wear Biker Armour,
challengeFighterWearBikerArmourShort,Challenges,Challenge,,,Wear a set of biker armour,
challengeFighterWearBikerArmourDesc,Challenges,Challenge,,,Wear a set of biker armour,
challengeFighterGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeFighterGather5FragmentsShort,Challenges,Challenge,,,Find 10 Fighter Class Fragments for Crafting a Class Paper later on.,
challengeFighterGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Fighter Class Fragments for Crafting a Class Paper later on.,
challengeHunterHarvestRawMeat,Challenges,Challenge,,,Harvest Raw Meat,
challengeHunterHarvestRawMeatShort,Challenges,Challenge,,,Go and harvest 250 raw red and white meat.,
challengeHunterHarvestRawMeatDesc,Challenges,Challenge,,,Go and harvest 250 raw red and white meat.,
challengeHunterHarvestRawLeather,Challenges,Challenge,,,Harvest Raw Leather,
challengeHunterHarvestRawLeatherShort,Challenges,Challenge,,,Go and harvest 250 raw leather from animals.,
challengeHunterHarvestRawLeatherDesc,Challenges,Challenge,,,Go and harvest 250 raw leather from animals.,
challengeHunterKillHostileAnimals,Challenges,Challenge,,,Hunt Hostile Animals,
challengeHunterKillHostileAnimalsShort,Challenges,Challenge,,,Go and Hunt Hostile Animals such as Wolves, Bears, Mountain Lions, etc.,
challengeHunterKillHostileAnimalsDesc,Challenges,Challenge,,,Go and Hunt Hostile Animals such as Wolves, Bears, Mountain Lions, etc.,
challengeHunterKillTimidAnimals,Challenges,Challenge,,,Hunt Timid Animals,
challengeHunterKillTimidAnimalsShort,Challenges,Challenge,,,Go and Hunt Timid Animals such as Chickens, Rabbits, Deer, etc.,
challengeHunterKillTimidAnimalsDesc,Challenges,Challenge,,,Go and Hunt Timid Animals such as Chickens, Rabbits, Deer, etc.,
xuiHostileAnimals,UI,XUI,,,Hostile Animals,
xuiTimidAnimals,UI,XUI,,,Timid Animals,
challengeHunterKillVultures,Challenges,Challenge,,,Hunt Vultures,
challengeHunterKillVulturesShort,Challenges,Challenge,,,Go and hunt down 10 vultures.,
challengeHunterKillVulturesDesc,Challenges,Challenge,,,Go and hunt down 10 vultures.,
challengeHunterKillZombieDogs,Challenges,Challenge,,,Hunt Zombie Dogs,
challengeHunterKillZombieDogsShort,Challenges,Challenge,,,Go and hunt down 10 zombie dogs.,
challengeHunterKillZombieDogsDesc,Challenges,Challenge,,,Go and hunt down 10 zombie dogs.,
challengeHunterKillGrace,Challenges,Challenge,,,Hunt Grace,
challengeHunterKillGraceShort,Challenges,Challenge,,,Go and hunt down Grace.,
challengeHunterKillGraceDesc,Challenges,Challenge,,,Go and hunt down Grace.,
challengeHunterCraftHunterArmour,Challenges,Challenge,,,Craft Hunter Armour,
challengeHunterCraftHunterArmourShort,Challenges,Challenge,,,Craft a set of Hunter Armour.,
challengeHunterCraftHunterArmourDesc,Challenges,Challenge,,,Craft a set of Hunter Armour.,
challengeHunterWearHunterArmour,Challenges,Challenge,,,Wear Hunter Armour,
challengeHunterWearHunterArmourShort,Challenges,Challenge,,,Wear a set of Hunter Armour.,
challengeHunterWearHunterArmourDesc,Challenges,Challenge,,,Wear a set of Hunter Armour.,
challengeHunterGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeHunterGather5FragmentsShort,Challenges,Challenge,,,Find 10 Hunter Class Fragments for Crafting a Class Paper later on.,
challengeHunterGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Hunter Class Fragments for Crafting a Class Paper later on.,
challengeLooterLootLegendaryParts,Challenges,Challenge,,,Loot/Gather Legendary Parts,
challengeLooterLootLegendaryPartsShort,Challenges,Challenge,,,Go and loot/gather 25 legendary parts.,
challengeLooterLootLegendaryPartsDesc,Challenges,Challenge,,,Go and loot/gather 25 legendary parts.,
challengeLooterLootJunkItems,Challenges,Challenge,,,Loot/Gather Junk Items,
challengeLooterLootJunkItemsShort,Challenges,Challenge,,,Go and loot/gather 500 junk items.,
challengeLooterLootJunkItemsDesc,Challenges,Challenge,,,Go and loot/gather 500 junk items.,
challengeLooterLootAmmoItems,Challenges,Challenge,,,Loot/Gather Ammo Items,
challengeLooterLootAmmoItemsShort,Challenges,Challenge,,,Go and loot/gather 500 ammo items.,
challengeLooterLootAmmoItemsDesc,Challenges,Challenge,,,Go and loot/gather 500 ammo items.,
challengeLooterLootPartsItems,Challenges,Challenge,,,Loot/Gather Parts Items,
challengeLooterLootPartsItemsShort,Challenges,Challenge,,,Go and loot/gather 500 parts items.,
challengeLooterLootPartsItemsDesc,Challenges,Challenge,,,Go and loot/gather 500 parts items.,
challengeLooterLootVehicleItems,Challenges,Challenge,,,Loot/Gather Vehicle Parts,
challengeLooterLootVehicleItemsShort,Challenges,Challenge,,,Go and loot/gather 25 vehicle parts.,
challengeLooterLootVehicleItemsDesc,Challenges,Challenge,,,Go and loot/gather 25 vehicle parts.,
challengeLooterLootMedicalItems,Challenges,Challenge,,,Loot/Gather Medical Items,
challengeLooterLootMedicalItemsShort,Challenges,Challenge,,,Go and loot/gather 100 medical items.,
challengeLooterLootMedicalItemsDesc,Challenges,Challenge,,,Go and loot/gather 100 medical items.,
challengeLooterLootFoodItems,Challenges,Challenge,,,Loot/Gather Food or Drink Items,
challengeLooterLootFoodItemsShort,Challenges,Challenge,,,Go and loot/gather 100 food or drink items.,
challengeLooterLootFoodItemsDesc,Challenges,Challenge,,,Go and loot/gather 100 food or drink items.,
challengeLooterCraftScavengerArmour,Challenges,Challenge,,,Craft Nerd Armour,
challengeLooterCraftScavengerArmourShort,Challenges,Challenge,,,Craft a set of nerd Armour.,
challengeLooterCraftScavengerArmourDesc,Challenges,Challenge,,,Craft a set of nerd Armour.,
challengeLooterWearScavengerArmour,Challenges,Challenge,,,Wear Nerd Armour,
challengeLooterWearScavengerArmourShort,Challenges,Challenge,,,Wear a set of nerd armour.,
challengeLooterWearScavengerArmourDesc,Challenges,Challenge,,,Wear a set of nerd armour.,
challengeLooterGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeLooterGather5FragmentsShort,Challenges,Challenge,,,Find 10 Looter Class Fragments for Crafting a Class Paper later on.,
challengeLooterGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Looter Class Fragments for Crafting a Class Paper later on.,
challengeMedicGatherAloeVera,Challenges,Challenge,,,Gather Aloe Vera,
challengeMedicGatherAloeVeraShort,Challenges,Challenge,,,Gather 100 Aloe Vera.,
challengeMedicGatherAloeVeraDesc,Challenges,Challenge,,,Gather 100 Aloe Vera.,
challengeMedicCraftAloeCream,Challenges,Challenge,,,Craft Aloe Cream,
challengeMedicCraftAloeCreamShort,Challenges,Challenge,,,Craft 100 Aloe Cream.,
challengeMedicCraftAloeCreamDesc,Challenges,Challenge,,,Craft 100 Aloe Cream.,
challengeMedicCraftFirstAidBandages,Challenges,Challenge,,,Craft First Aid Bandage,
challengeMedicCraftFirstAidBandagesShort,Challenges,Challenge,,,Craft 25 first aid bandages.,
challengeMedicCraftFirstAidBandagesDesc,Challenges,Challenge,,,Craft 25 first aid bandages.,
challengeMedicCraftSplints,Challenges,Challenge,,,Craft Splints,
challengeMedicCraftSplintsShort,Challenges,Challenge,,,Craft 25 splints.,
challengeMedicCraftSplintsDesc,Challenges,Challenge,,,Craft 25 splints.,
challengeMedicCraftAntibiotics,Challenges,Challenge,,,Craft Antibiotics,
challengeMedicCraftAntibioticsShort,Challenges,Challenge,,,Craft 10 antibiotics,
challengeMedicCraftAntibioticsDesc,Challenges,Challenge,,,Craft 10 antibiotics,
challengeMedicCureBleeding,Challenges,Challenge,,,Cure Bleeding,
challengeMedicCureBleedingShort,Challenges,Challenge,,,Cure bleeding debuffs using first aid items such as bandages and first aid kits.,
challengeMedicCureBleedingDesc,Challenges,Challenge,,,Cure bleeding debuffs using first aid items such as bandages and first aid kits.,
challengeMedicCureInfection,Challenges,Challenge,,,Cure Infection,
challengeMedicCureInfectionShort,Challenges,Challenge,,,Cure infection debuffs using first aid items such as antibiotics.,
challengeMedicCureInfectionDesc,Challenges,Challenge,,,Cure infection debuffs using first aid items such as antibiotics.,
challengeMedicCraftPreacherArmour,Challenges,Challenge,,,Craft Preacher Armour,
challengeMedicCraftPreacherArmourShort,Challenges,Challenge,,,Craft a set of preacher armour.,
challengeMedicCraftPreacherArmourDesc,Challenges,Challenge,,,Craft a set of preacher armour.,
challengeMedicWearPreacherArmour,Challenges,Challenge,,,Wear Preacher Armour,
challengeMedicWearPreacherArmourShort,Challenges,Challenge,,,Wear a set of preacher armour.,
challengeMedicWearPreacherArmourDesc,Challenges,Challenge,,,Wear a set of preacher armour.,
challengeMedicGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeMedicGather5FragmentsShort,Challenges,Challenge,,,Find 10 Medic Class Fragments for Crafting a Class Paper later on.,
challengeMedicGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Medic Class Fragments for Crafting a Class Paper later on.,
challengeRangerCraftPipePistol,Challenges,Challenge,,,Craft Pipe Pistol,
challengeRangerCraftPipePistolShort,Challenges,Challenge,,,Craft a pipe pistol and gather 100 9mm ammo.,
challengeRangerCraftPipePistolDesc,Challenges,Challenge,,,Craft a pipe pistol and gather 100 9mm ammo.,
challengeRangerCraftPipeRifle,Challenges,Challenge,,,Craft Pipe Rifle,
challengeRangerCraftPipeRifleShort,Challenges,Challenge,,,Craft a pipe rifle and gather 100 7.62mm ammo.,
challengeRangerCraftPipeRifleDesc,Challenges,Challenge,,,Craft a pipe rifle and gather 100 7.62mm ammo.,
challengeRangerKillZombiesHandguns,Challenges,Challenge,,,Kill Zombies with Handguns,
challengeRangerKillZombiesHandgunsShort,Challenges,Challenge,,,Go and Kill 50 Zombies using Handguns.,
challengeRangerKillZombiesHandgunsDesc,Challenges,Challenge,,,Go and Kill 50 Zombies using Handguns.,
challengeRangerKillZombiesRifles,Challenges,Challenge,,,Kill Zombies with Rifles,
challengeRangerKillZombiesRiflesShort,Challenges,Challenge,,,Go and Kill 50 Zombies using Rifles.,
challengeRangerKillZombiesRiflesDesc,Challenges,Challenge,,,Go and Kill 50 Zombies using Rifles.,
challengeRangerCraftBoneKnife,Challenges,Challenge,,,Craft a Bone Knife,
challengeRangerCraftBoneKnifeShort,Challenges,Challenge,,,Craft a bone knife.,
challengeRangerCraftBoneKnifeDesc,Challenges,Challenge,,,Craft a bone knife.,
challengeRangerKillZombiesBlade,Challenges,Challenge,,,Kill Zombies with Blade Weapons,
challengeRangerKillZombiesBladeShort,Challenges,Challenge,,,Go and Kill 50 Zombies using Blade Type Weapons.,
challengeRangerKillZombiesBladeDesc,Challenges,Challenge,,,Go and Kill 50 Zombies using Blade Type Weapons.,
challengeRangerUseMagazines,Challenges,Challenge,,,Read Magazines,
challengeRangerUseMagazinesShort,Challenges,Challenge,,,Gain more expertise in crafting handguns, rifles and blade weapons by reading 10 of each magazine.,
challengeRangerUseMagazinesDesc,Challenges,Challenge,,,Gain more expertise in crafting handguns, rifles and blade weapons by reading 10 of each magazine.,
challengeRangerCraftRangerArmour,Challenges,Challenge,,,Craft Ranger Armour,
challengeRangerCraftRangerArmourShort,Challenges,Challenge,,,Craft a set of ranger armour.,
challengeRangerCraftRangerArmourDesc,Challenges,Challenge,,,Craft a set of ranger armour.,
challengeRangerWearRangerArmour,Challenges,Challenge,,,Wear Ranger Armour,
challengeRangerWearRangerArmourShort,Challenges,Challenge,,,Wear a set of ranger armour.,
challengeRangerWearRangerArmourDesc,Challenges,Challenge,,,Wear a set of ranger armour.,
challengeRangerGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeRangerGather5FragmentsShort,Challenges,Challenge,,,Find 10 Ranger Class Fragments for Crafting a Class Paper later on.,
challengeRangerGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Ranger Class Fragments for Crafting a Class Paper later on.,
challengeSoldierCraftPipeMachineGun,Challenges,Challenge,,,Craft Pipe Machine Gun,
challengeSoldierCraftPipeMachineGunShort,Challenges,Challenge,,,Craft a Pipe Machine Gun.,
challengeSoldierCraftPipeMachineGunDesc,Challenges,Challenge,,,Craft a Pipe Machine Gun.,
challengeSoldierCraftPipeShotgun,Challenges,Challenge,,,Craft Pipe Shotgun,
challengeSoldierCraftPipeShotgunShort,Challenges,Challenge,,,Craft a Pipe Shotgun.,
challengeSoldierCraftPipeShotgunDesc,Challenges,Challenge,,,Craft a Pipe Shotgun.,
challengeSoldierKillZombiesMachineGuns,Challenges,Challenge,,,Kill Zombies with Machine Guns,
challengeSoldierKillZombiesMachineGunsShort,Challenges,Challenge,,,Go and Kill 50 Zombies using Machine Guns.,
challengeSoldierKillZombiesMachineGunsDesc,Challenges,Challenge,,,Go and Kill 50 Zombies using Machine Guns.,
challengeSoldierKillZombiesShotguns,Challenges,Challenge,,,Kill Zombies with Shotguns,
challengeSoldierKillZombiesShotgunsShort,Challenges,Challenge,,,Go and Kill 50 Zombies using Shotguns.,
challengeSoldierKillZombiesShotgunsDesc,Challenges,Challenge,,,Go and Kill 50 Zombies using Shotguns.,
challengeSoldierCraftWoodenClub,Challenges,Challenge,,,Craft Wooden Club,
challengeSoldierCraftWoodenClubShort,Challenges,Challenge,,,Craft a Wooden Club.,
challengeSoldierCraftWoodenClubDesc,Challenges,Challenge,,,Craft a Wooden Club.,
challengeSoldierKillZombiesBlunt,Challenges,Challenge,,,Kill Zombies with Blunt Weapons,
challengeSoldierKillZombiesBluntShort,Challenges,Challenge,,,Go and Kill 50 Zombies using Blunt Type Weapons.,
challengeSoldierKillZombiesBluntDesc,Challenges,Challenge,,,Go and Kill 50 Zombies using Blunt Type Weapons.,
challengeSoldierUseMagazines,Challenges,Challenge,,,Read Magazines,
challengeSoldierUseMagazinesShort,Challenges,Challenge,,,Gain more expertise in crafting machines guns, shotguns and clubs by reading 10 of each magazine.,
challengeSoldierUseMagazinesDesc,Challenges,Challenge,,,Gain more expertise in crafting machines guns, shotguns and clubs by reading 10 of each magazine.,
challengeSoldierCraftCommandoOutfit,Challenges,Challenge,,,Craft Commando Set,
challengeSoldierCraftCommandoOutfitShort,Challenges,Challenge,,,Craft a set of commando armour.,
challengeSoldierCraftCommandoOutfitDesc,Challenges,Challenge,,,Craft a set of commando armour.,
challengeSoldierWearCommandoOutfit,Challenges,Challenge,,,Wear Commando Set,
challengeSoldierWearCommandoOutfitShort,Challenges,Challenge,,,Wear a Commando Set.,
challengeSoldierWearCommandoOutfitDesc,Challenges,Challenge,,,Wear a Commando Set.,
challengeSoldierGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeSoldierGather5FragmentsShort,Challenges,Challenge,,,Find 10 Soldier Class Fragments for Crafting a Class Paper later on.,
challengeSoldierGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Soldier Class Fragments for Crafting a Class Paper later on.,
challengeSurvivalistGatherRawIngredients,Challenges,Challenge,,,Gather Raw Ingredients,
challengeSurvivalistGatherRawIngredientsShort,Challenges,Challenge,,,Gather 50 Raw Red Meat, Raw White Meat and 40 Eggs.,
challengeSurvivalistGatherRawIngredientsDesc,Challenges,Challenge,,,Gather 50 Raw Red Meat, Raw White Meat and 40 Eggs.,
challengeSurvivalistGatherRawIngredients2,Challenges,Challenge,,,Gather Raw Ingredients,
challengeSurvivalistGatherRawIngredients2Short,Challenges,Challenge,,,Gather 10 Golden Rod, Chrysanthemum and 20 Water.,
challengeSurvivalistGatherRawIngredients2Desc,Challenges,Challenge,,,Gather 10 Golden Rod, Chrysanthemum and 20 Water.,
challengeSurvivalistCraftFood,Challenges,Challenge,,,Craft Food,
challengeSurvivalistCraftFoodShort,Challenges,Challenge,,,Craft 10 Bacon and Eggs and 10 Sausage and Eggs.,
challengeSurvivalistCraftFoodDesc,Challenges,Challenge,,,Craft 10 Bacon and Eggs and 10 Sausage and Eggs.,
challengeSurvivalistCraftDrink,Challenges,Challenge,,,Craft Beverages,
challengeSurvivalistCraftDrinkShort,Challenges,Challenge,,,Craft 10 Golden Rod Tea and 10 Red Tea.,
challengeSurvivalistCraftDrinkDesc,Challenges,Challenge,,,Craft 10 Golden Rod Tea and 10 Red Tea.,
challengeSurvivalistCraftFarmPlots,Challenges,Challenge,,,Craft Farm Plot,
challengeSurvivalistCraftFarmPlotsShort,Challenges,Challenge,,,Craft 25 Farm Plot.,
challengeSurvivalistCraftFarmPlotsDesc,Challenges,Challenge,,,Craft 25 Farm Plot.,
challengeSurvivalistPlaceFarmPlots,Challenges,Challenge,,,Place Farm Plots,
challengeSurvivalistPlaceFarmPlotsShort,Challenges,Challenge,,,Place 25 Farm Plots.,
challengeSurvivalistPlaceFarmPlotsDesc,Challenges,Challenge,,,Place 25 Farm Plots.,
challengeSurvivalistHarvestCrops,Challenges,Challenge,,,Harvest Crops,
challengeSurvivalistHarvestCropsShort,Challenges,Challenge,,,Go and Harvest 25 Potatoes, Corn, Pumpkins and Mushrooms.,
challengeSurvivalistHarvestCropsDesc,Challenges,Challenge,,,Go and Harvest 25 Potatoes, Corn, Pumpkins and Mushrooms.,
challengeSurvivalistCraftFarmerOutfit,Challenges,Challenge,,,Craft Farmer Set,
challengeSurvivalistCraftFarmerOutfitShort,Challenges,Challenge,,,Craft a Farmer Set.,
challengeSurvivalistCraftFarmerOutfitDesc,Challenges,Challenge,,,Craft a Farmer Set.,
challengeSurvivalistWearFarmerOutfit,Challenges,Challenge,,,Wear Farmer Set,
challengeSurvivalistWearFarmerOutfitShort,Challenges,Challenge,,,Wear a Farmer Set.,
challengeSurvivalistWearFarmerOutfitDesc,Challenges,Challenge,,,Wear a Farmer Set.,
challengeSurvivalistGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeSurvivalistGather5FragmentsShort,Challenges,Challenge,,,Find 10 Survivalist Class Fragments for Crafting a Class Paper later on.,
challengeSurvivalistGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Survivalist Class Fragments for Crafting a Class Paper later on.,
challengeTechnicianHarvestEngineParts,Challenges,Challenge,,,Harvest Engine Parts,
challengeTechnicianHarvestEnginePartsShort,Challenges,Challenge,,,Go and Harvest 5 ECO/HD Engine Parts from certain vehicles.,
challengeTechnicianHarvestEnginePartsDesc,Challenges,Challenge,,,Go and Harvest 5 ECO/HD Engine Parts from certain vehicles.,
challengeTechnicianHarvestCarBatteries,Challenges,Challenge,,,Harvest Engine Parts,
challengeTechnicianHarvestCarBatteriesShort,Challenges,Challenge,,,Go and Harvest 5 ECO/HD Engine Parts from certain vehicles.,
challengeTechnicianHarvestCarBatteriesDesc,Challenges,Challenge,,,Go and Harvest 5 ECO/HD Engine Parts from certain vehicles.,
challengeTechnicianCraftMinibike,Challenges,Challenge,,,Craft a Minibike,
challengeTechnicianCraftMinibikeShort,Challenges,Challenge,,,Craft a Minibike.,
challengeTechnicianCraftMinibikeDesc,Challenges,Challenge,,,Craft a Minibike.,
challengeTechnicianCraftMotorcycle,Challenges,Challenge,,,Craft a Motorcycle,
challengeTechnicianCraftMotorcycleShort,Challenges,Challenge,,,Craft a Motorcycle.,
challengeTechnicianCraftMotorcycleDesc,Challenges,Challenge,,,Craft a Motorcycle.,
challengeTechnicianCraft4x4,Challenges,Challenge,,,Craft a 4X4 Truck,
challengeTechnicianCraft4x4Short,Challenges,Challenge,,,Craft a 4X4 Truck.,
challengeTechnicianCraft4x4Desc,Challenges,Challenge,,,Craft a 4X4 Truck.,
challengeTechnicianCraftElectrical,Challenges,Challenge,,,Craft Electrical Devices,
challengeTechnicianCraftElectricalShort,Challenges,Challenge,,,"Craft a Generator Bank, a Switch and 5 Wire Relays.",
